ID-Global;ID;Article_Number;Article_Name;Summary_Consistency;Article_Olaf_Scholz;Article_SPD;Article_Robert_Habeck;Article_die_Gruenen;Article_Christian_Lindner;Article_FDP;Article_the_coalition_breakdown;Summary_Olaf_Scholz;Summary_SPD;Summary_Robert_Habeck;Summary_die_Gruenen;Summary_Christian_Lindner;Summary_FDP;Summary_the_coalition_breakdown;Comparison_Olaf_Scholz;Comparison_SPD;Comparison_Robert_Habeck;Comparison_die_Gruenen;Comparison_Christian_Lindner;Comparison_FDP;Comparison_the_coalition_breakdown
282;283;122;Ampel-Aus und D-Day-Affäre: Die FDP sollte endlich mehr Demut wagen;1;-1;-1;;;-1;-1;-1;;;;;-1;-1;;0;0;0;0;1;1;0
283;284;123;",,D-Day""-Papier; Grünen-Chef Banaszak bezeichnet FDP als ,,sehr autoritär geführte Partei""";1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
284;285;125;"D-Day -Papier; Noch lieber als die AfD hassen deutsche Journalisten nur die FDP";1;;;0;0;-1;-1;0;;;;;;-1;;0;0;0;0;0;1;0
285;286;126;",,D-Day""-Papier; Grünen-Chef Banaszak bezeichnet FDP als ,,sehr autoritär geführte Partei""";1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
286;287;127;"""Markus Lanz"": Moderator spricht heute über den D-Day der FDP | ZDF";1;;;;;-1;-1;-1;;;;;-1;-1;;0;0;0;0;1;1;0
287;288;128;"D-Day -Papier; Noch lieber als die AfD hassen deutsche Journalisten nur die FDP";1;;;0;0;-1;-1;0;;;;;;-1;;0;0;0;0;0;1;0
288;289;130;"""D-Day"": FDP veröffentlicht Strategiepapier zum Aus der Ampelkoalition";1;-1;-1;;-1;0;-1;-1;;;;;;;;0;0;0;0;0;0;0
289;290;131;"Nach ,,D-Day""-Affäre; Buschmann nennt FDP eine Partei von ,,Anstand und Integrität""";1;-1;-1;;;0;1;-1;;;;;1;1;;0;0;0;0;-1;1;0
290;291;132;"Nach ,,D-Day""-Papier; FDP legt Geheimplan für Ausstieg aus dem Bundestag vor";1;-1;-1;;;1;1;-1;0;;;;;;;-1;0;0;0;0;0;0
291;292;133;"Ampel-Aus; ,,Beginn der offenen Feldschlacht"" - FDP veröffentlicht ,,D-Day""-Papier";1;-1;-1;0;0;-1;-1;-1;-1;;;;-1;-1;-1;1;0;0;0;1;1;1
292;293;135;"Ampel-Aus; ,,Beginn der offenen Feldschlacht"" - FDP veröffentlicht ,,D-Day""-Papier";1;-1;-1;0;0;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
293;294;136;",,D-Day""-Debatte; ,,Für mich ist Haltung wichtig"" - Ex-Schatzmeister Harald Christ tritt aus FDP aus";1;;;;;;;;;0;;0;-1;-1;-1;0;-1;0;-1;-1;-1;-1
294;295;137;"Christian Lindner distanziert sich erneut von ""D-Day""-Papier; Der FDP-Chef bekräftigt, das ""D-Day""-Dokument nicht gekannt zu haben und einen Rücktritt ausgeschlossen. Die ""Mängel in der Krisenkommunikation"" will er aufarbeiten.";1;;;;;-1;-1;-1;;;;;1;1;-1;0;0;0;0;-1;-1;1
295;296;138;Debatte um D-Day-Papier: Lindner reagiert mit ausführlicher Videobotschaft;1;-1;-1;0;0;-1;-1;-1;-1;-1;;0;1;1;-1;1;1;0;1;-1;-1;1
296;297;139;"Eine Partei ohne Anstand; FDP: ,,D-Day""-Pläne sorgen zu Recht für Empörung";1;;;;;;;;;;;;-1;-1;-1;0;0;0;0;-1;-1;-1
297;298;140;"Die FDP in der D-Day-Krise; Lindner macht Buschmann zum Generalsekretär";1;;;;;1;1;;;;;;1;1;;0;0;0;0;1;1;0
298;299;141;Bösartig, ehrlos  Ampel-Männer feinden sich wegen D-Day-Drehbuch an;1;1;1;;;-1;-1;0;;;;;;;;0;0;0;0;0;0;0
299;300;142;"""Das D-Day-Papier spricht für einen Testosteron-Überschuss""";1;0;0;-1;0;1;0;-1;;;;;0;-1;-1;0;0;0;0;-1;-1;1
300;301;144;"Partei gerät in Turbulenzen: Wusste die FDP-Führung wirklich nichts vom ,,D-Day-Papier""?";1;-1;-1;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
301;302;145;FDP-Strategiepapier zum Ampel-Aus: D-Day und offene Feldschlacht;1;-1;-1;;;-1;-1;0;;-1;;;;-1;;0;1;0;0;0;1;0
302;303;146;"""Das D-Day-Papier spricht für einen Testosteron-Überschuss""";1;0;0;-1;0;1;0;-1;;;;;0;-1;-1;0;0;0;0;-1;-1;1
303;304;147;"D-Day -Papier und die Folgen; FDP in Trümmern   und die Chance auf weibliche Erneuerung";1;;;;;-1;-1;;;;;;-1;-1;;0;0;0;0;1;1;0
304;305;148;„Das D-Day-Papier spricht für einen Testosteron-Überschuss“;1;;;-1;-1;1;0;-1;;;;;0;0;-1;0;0;0;0;-1;1;1
305;306;149;Wirbel um D-Day-Papier: FDP-Nachwuchs fordert Djir-Sarai zum Rücktritt auf;1;;;;;0;-1;-1;;;;;;-1;-1;0;0;0;0;0;1;1
306;307;150;"FDP-Papier löst Beben aus; ,,D-Day"" Das Bekanntwerden der Strategie zum Ampel-Ausstieg hat personelle Konsequenzen.";1;;;;;-1;-1;0;;;;;-1;-1;-1;0;0;0;0;1;1;-1
307;308;152;Wirbel um D-Day-Papier: FDP-Nachwuchs fordert Djir-Sarai zum Rücktritt auf;1;;;;;-1;-1;-1;;;;;;-1;-1;0;0;0;0;0;1;1
308;309;153;Nach D-Day-Beben: Ex-FDP-Schatzmeister verlässt die Partei;1;-1;-1;0;0;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
309;310;160;"FDP-Pläne zum Ampel-Aus; Das  D-Day -Drehbuch, über das Deutschland spricht";1;-1;-1;;;-1;-1;;-1;0;;;-1;-1;-1;1;-1;0;0;1;1;-1
310;311;163;"Wäre nützlicher Idiot gewesen ; Interview FDP-Chef Lindner über Verhältnis zum Kanzler und  D-Day -Papier";1;-1;-1;;-1;1;1;-1;-1;-1;;-1;1;1;-1;1;1;0;1;1;1;1
311;312;165;"D-Day-Skandal! Grünen-Chefin Brantner glaubt FDP-Chef kein Wort;  Ich kann mir nicht vorstellen, dass Lindner nichts wusste";1;;;0;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
312;313;166;"FDP in einer schweren Krise: Wie es nach dem ,,D-Day""-Papier und den Rücktritten weitergeht";1;0;0;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
313;314;167;Nach D-Day-Papier: FDP-General Djir-Sarai tritt offenbar zurück;1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
314;315;168;Der Fall «D-Day» und die fatalen Folgen für die FDP und Deutschland: Eine Partei in der Krise;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
315;316;169;"Liberale unter Druck; Das  D-Day -Debakel der FDP   und ein gefährliches Signal aus der Union";1;1;1;0;0;-1;-1;1;;-1;;;;-1;-1;0;-1;0;0;0;1;-1
316;317;170;"Kein weiteres Jahr ""rumscholzen""; FDP-Chef Christian Lindner über den ""D-Day"" und den Bruch der Ampelkoalition";1;-1;-1;;-1;1;1;-1;-1;-1;;-1;1;1;-1;1;1;0;1;1;1;1
317;318;183;"Ist die FDP JETZT am Ende?; Die D-Day-Enthüllungen erschüttern die Liberalen: Lügen, Rücktritte, Wut und Riesen-Angst vor dem Absturz";1;;;;;-1;-1;;;;;;;;;0;0;0;0;0;0;0
318;319;186;"Der Fall «D-Day» und die fatalen Folgen für die FDP und Deutschland; Eine Partei in der Krise";1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
319;320;189;"FDP-Papier zeigt „D-Day-Szenario“; Regierung Liberalen planten den Bruch in vier Phasen – „offene Feldschlacht“ am Ende.";1;-1;-1;;;-1;1;-1;-1;;;;-1;-1;-1;1;0;0;0;1;-1;1
320;321;190;"Die Liberalen wanken; Veröffentlichtes ""D-Day""-Papier stürzt FDP in tiefe Krise / Parteichef Lindner bleibt zunächst von interner Kritik verschont";1;1;1;;;-1;-1;1;;;;;-1;-1;;0;0;0;0;1;1;0
321;322;205;"Ehemaliger FDP-Schatzmeister verlässt Partei; Der Unternehmer Harald Christ tritt aus der FDP aus. Sein Schritt sei überfällig, das ""D-Day""-Papier habe seine Entscheidung beschleunigt.";1;;;;;;;;;;;;-1;-1;-1;0;0;0;0;-1;-1;-1
322;323;211;"Kapitulation nach dem ,,D-Day""; Nach der eigenen Veröffentlichung eines Strategieplans zum Ampel-Ausstieg verkünden zwei führende Köpfe der FDP ihren Rücktritt";1;1;1;;;-1;-1;-1;;-1;;;-1;-1;-1;0;-1;0;0;1;1;1
323;324;215;"Unruhige Zeiten bei den Freien Demokraten; Zum Artikel ,,Kapitulation nach dem D-Day"" und dem Interview ,,Ich weiß jetzt, wie Herr Scholz mich sieht"" über Christian Lindner schreiben mehrere Leser.";1;-1;-1;;;-1;1;0;;;;;;;;0;0;0;0;0;0;0
324;325;223;"Andere Parteien wären froh, einen Chef wie Lindner zu haben; Nach Ampel-Aus Was Marco Buschmann im ersten Zeitungsinterview als FDP-Generalsekretär zur D-Day-Affäre sagt";1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
325;326;224;"German liberals hatched 'D-Day' plot to end Scholz coalition; Free Democrats";1;1;0;;;-1;-1;-1;0;0;;;-1;-1;-1;-1;1;0;0;1;1;1
326;327;229;"FDP-Generalsekretär tritt wegen „D-Day-Papier“ zurück; Parteien Das Schreiben skizziert detailliert den Plan zum Bruch der Ampel-Koalition. Die FDP-Spitze beteuert weiter, es nicht gekannt zu haben.";1;;0;;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
327;328;237;"""D-Day""-Papier zwingt FDP-Generalsekretär zum Rücktritt; In dem Dokument hatte die Partei schon im Herbst detailliert ihre Pläne für den Ausstieg aus der Ampelkoalition skizziert";1;-1;-1;;;-1;-1;-1;1;;;;;;;-1;0;0;0;0;0;0
328;329;240;German liberals in turmoil over ‘D-Day’ plot to end Scholz’s coalition;1;1;0;;;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
329;330;241;"„Millionäre haben wir leider nicht“; FDP-Fraktionsvorsitzende Annette Pizzato über „D-Day“-Papier und Chancen im Bundestagswahlkampf.";1;-1;-1;;;-1;1;-1;;;;;0;1;;0;0;0;0;-1;1;0
330;331;245;"Scholz sieht sich in Entschluss zu Ampel-Aus bestätigt; Der Bundeskanzler hält das Ende der Regierung auch im Nachhinein für richtig. Das habe nicht zuletzt das ""D-Day""-Strategiepapier der FDP gezeigt, sagte Scholz.";1;1;1;;0;-1;-1;-1;-1;-1;;;-1;-1;-1;-1;-1;0;0;1;1;1
331;332;248;"„Die Koalition hatte keine Kraft mehr“; Im ersten Interview als Generalsekretär erklärt der Ex-Justizminister, wie es zum „D-Day-Papier“ kam und was der Schwerpunkt im Wahlkampf sein wird.";1;-1;-1;;-1;1;1;-1;;;;;;;;0;0;0;0;0;0;0
332;333;256;"Die Union rückt von der FDP ab; Schwarz-Gelb galt bei Politikern von CDU und CSU lange als Wunschkoalition - doch die D-Day-Ereignisse haben Zweifel gesät";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
333;334;258;"Black ""D-Day""; Der FDP-Generalsekretär und der Geschäftsführer sind zurückgetreten. Was heißt das für Christian Lindner? Und: Georgien pausiert Beitrittsgespräche mit EU.";0;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
334;335;259;"Wie groß ist die Entfremdung?; Bisher war Schwarz-Gelb eine Wunschkoalition der Union. Die D-Day-Ereignisse haben auch Politiker von CDU und CSU ins Grübeln gebracht.";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
335;336;262;Senior Scholz ex-ally quits over ‘D-Day’ paper on German government collapse;1;0;0;;0;-1;-1;-1;-1;0;;;-1;-1;-1;-1;1;0;0;1;1;1
336;337;275;"Gerhart Baum sieht die FDP ""auf dem Weg zur Selbstzerstörung""; In der Affäre um das ""D-Day""-Papier warnt der ehemalige Innenminister Gerhart Baum seine Partei vor dem ""Verschwinden"". Er fordert einen Neuanfang noch vor Weihnachten.";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
337;338;276;Germany: 'D-Day paper' affair: Can Germany's FDP still be salvaged?;1;1;0;;0;-1;-1;0;1;0;;0;-1;-1;-1;1;1;0;1;1;1;-1
338;339;285;"Nicht länger »rumscholzen«; FDP-Chef Christian Lindner äußert sich im ersten ausführlichen Interview seit Bekanntwerden des »D-Day-Papiers«. Über den neuen Generalsekretär und seine Beziehung zum Kanzler.";1;-1;-1;;-1;1;1;-1;-1;-1;;-1;1;1;-1;1;1;0;1;1;1;1
339;340;286;"Lindner verteidigt FDP nach Debatte um Strategiepapier; FDP-Chef Lindner verteidigt seine Partei nach dem ""D-Day""-Papier zum Ampel-Aus. Die Regierung sei nicht an der FDP gescheitert, sondern an fehlender Bürgerakzeptanz.";1;;;;;;;;;;;;1;-1;0;0;0;0;0;-1;-1;-1
340;341;290;"Hessischer FDP-Politiker fordert Christian Lindner zum Rücktritt auf; Das ""D-Day""-Papier der FDP zum Austritt aus der Ampel verursacht offenbar auch intern Unbehagen. Der Initiator einer Basisinitiative fordert einen personellen Neuanfang.";1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
341;342;302;Senior figure with Scholz's ex-allies quits over 'D-Day' paper on German government collapse;1;0;0;;0;-1;-1;-1;-1;-1;;;0;-1;-1;-1;-1;0;0;-1;1;1
342;343;304;Senior figure with Scholz's ex-allies quits over 'D-Day' paper on German government collapse;1;-1;-1;;;-1;-1;-1;-1;;;;-1;-1;-1;1;0;0;0;1;1;1
343;344;306;"Urheber von ""D-Day""-Papier entschuldigt sich laut Bericht für Wortwahl; Nach dem Bekanntwerden des FDP-Papiers zum Koalitionsbruch trat auch Bundesgeschäftsführer Reymann zurück. Intern soll er sich nun für seine Wortwahl entschuldigt haben.";1;;;;;-1;-1;-1;;;;;1;-1;-1;0;0;0;0;-1;1;1
344;345;310;"Buschmann folgt Djir-Sarai als FDP-Generalsekretär; Ob der Ex-Justizminister die Liberalen aus der  D-Day -Krise führen kann, ist ungewiss. Auch FDP-Chef Lindner ist angeschlagen. SPD und Grüne üben weiter Kritik an der Partei";1;1;1;;1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
345;346;312;Senior figure with Scholz's ex-allies quits over 'D-Day' paper on German government collapse;1;0;0;;0;-1;-1;-1;-1;;;;-1;-1;-1;-1;0;0;0;1;1;1
346;347;316;"Ex-Justizminister Buschmann wird neuer FDP-Generalsekretär; Nach dem Bekanntwerden des  D-Day-Papiers  war Bijan Djir-Sarai zurückgetreten. Nun haben die Liberalen einen Nachfolger nominiert. Parteichef Christian Lindner:  Ich bin erleichtert";1;-1;-1;;-1;1;1;-1;-1;;;;0;1;-1;1;0;0;0;-1;1;1
347;348;320;"„Ich weiß doch, wie Herr Scholz mich sieht“; Der Parteichef über das „D-Day-Papier“, den neuen Generalsekretär und warum er nicht an eine Versöhnung mit dem Kanzler glaubt.";1;-1;-1;;-1;1;1;-1;;;;;;;;0;0;0;0;0;0;0
348;349;331;"""Vicious, dishonorable"" traffic light men hostile to each other over D-Day script";1;1;1;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
349;350;334;"Chaos in der FDP - kann sich Parteichef Lindner halten?; Die Enthüllungen der ""D-Day""-Papiere und die Lügen der Parteispitze stürzen die FDP in eine Krise. Wie sich Christian Lindner retten will, in ""Was jetzt? - Die Woche"".";1;;;;;-1;-1;;;;;;-1;-1;;0;0;0;0;1;1;0
350;351;344;"Der Weg zum Bruch der Koalition; Die FDP-Spitze veröffentlicht das Papier „D-Day“, in dem sie seit Oktober das Ende der Ampel-Regierung durchgespielt hat. Die SPD reagiert entsetzt.";1;-1;-1;0;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
351;352;354;D-day: All eyes on Maha & Jharkhand;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
352;353;359;"Das liberale Drehbuch für den Regierungssturz; Geheime Sitzungen, Präsentationen, Strategiepapiere: Recherchen der ZEIT zeigen, wie die FDP den Bruch der Ampel wochenlang vorbereitete. Der Name der Operation: ""D-Day""";1;-1;-1;-1;-1;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
353;354;360;"Mission: Rettet Lindner; Nach ""D-Day"" und ""Offener Feldschlacht"" tritt FDP-Generalsekretär Bijan Djir-Sarai zurück. Er tut es, damit Parteichef Christian Lindner im Amt bleiben kann.";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
354;355;365;WATER DEBTS D-Day with Treasury set to withhold funds to five municipalities;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
355;356;373;D-Day for Ribera: he appears in Congress while the agreement to save the European Commission is being finalized.;1;;;;;;;;;;;;;;0;0;0;0;0;0;0;-1
356;357;374;Both sides in a huddle ahead of D-Day;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
357;358;377;Mahayuti, MVA in a huddle ahead of D-day;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
358;359;386;"""Der ganze Ton hat mich maximal irritiert""; Ex-FDP-Schatzmeister Harald Christ hat die Partei wegen der ""D-Day""-Affäre verlassen. Die Liberalen müssten nun die richtigen Lehren ziehen, fordert er.";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
359;360;394;D-Day for calendar year plan with FAI braced for tight vote;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
360;361;441;"Former Justice Minister Buschmann becomes new FDP Secretary General; Bijan Djir-Sarai resigned after the ""D-Day paper"" came to light. Now the Liberals have nominated a successor. Party leader Christian Lindner: ""I am relieved """;1;-1;-1;;;1;1;-1;-1;-1;;-1;0;1;-1;1;1;0;-1;-1;1;1
361;362;443;D-DAY TOMORROW ON  PROSECUTION'S APPEAL IN BUNG MOKTAR, WIFE'S GRAFT CASE;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
362;363;444;D-day Tomorrow On Prosecution's Appeal In bung Moktar, Wife's Graft Case;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
363;364;446;"Juli-Chefin fordert Djir-Sarai zum Rücktritt auf; Die Chefin der Jungen Liberalen, Franziska Brandmann, nennt das Vorgehen der FDP-Spitze unwürdig. Christian Lindner und andere Liberale verteidigen die D-Day-Strategie.";1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
364;365;450;Von nachvollziehbar bis unverzeihlich;1;;;;;-1;-1;-1;;;;;-1;-1;;0;0;0;0;1;1;0
365;366;453;FDP-Fraktionschef zum Papier für Ampel-Ausstieg: Beschämend;1;;;;;-1;-1;-1;;;;;;-1;-1;0;0;0;0;0;1;1
366;367;454;"Das Ampel-Aus-Papier;  Beginn der offenen Feldschlacht!";1;-1;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;-1;1;1;1;1
367;368;472;FDP-Fraktionschef zum Papier für Ampel-Ausstieg: Beschämend;1;;;;;-1;-1;-1;;-1;;-1;0;-1;-1;0;-1;0;-1;-1;1;1
368;369;474;Ricarda Lang: Nach Ampel-Bruch: Ex-Grünen-Chefin verspottet FDP;1;;;;;;;;;;;;;-1;-1;0;0;0;0;0;-1;-1
369;370;475;FDP-Chef will weitermachen - Videobotschaft und Vorwürfe;1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
370;371;476;Beginn der offenen Feldschlacht!;1;-1;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;-1;-1;1;1;1
371;372;477;ROUNDUP: FDP-Chef will weitermachen - Videobotschaft und Vorwürfe;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
372;373;478;Umfrage: Mehrheit findet FDP unglaubwürdiger;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
373;374;479;"FDP-Chef Lindner: ""Schrammen hinterlassen, auch an der Glaubwürdigkeit""";1;-1;-1;;-1;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
374;375;480;Umfrage: Mehrheit findet FDP unglaubwürdiger;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
375;376;481;Der General als Bauernopfer;1;1;0;;;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
376;377;482;Djir-Sarai ist nur ein Bauernopfer;1;1;0;;;-1;-1;-1;1;0;;;-1;-1;-1;1;1;0;0;1;1;1
377;378;484;Nur ein Bauernopfer;1;1;;;;-1;-1;-1;0;0;;;-1;-1;-1;-1;-1;0;0;1;1;1
378;379;488;Denn sie wissen nicht, was sie sagen;1;0;0;;0;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
379;380;489;",,Hagelschauer mit faustgroßen Körnern""";1;0;;;;;;;0;;;;;;;1;0;0;0;0;0;0
380;381;490;"FDP-Chef Lindner: ""Schrammen hinterlassen, auch an der Glaubwürdigkeit""";1;;;;;-1;-1;-1;;;;;1;1;;0;0;0;0;-1;-1;0
381;382;491;Labor's electoral reforms on life support as talks with Coalition reach an impasse ahead of Senate 'd-day';1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
382;383;493;Ex-Justizminister Buschmann wird neuer FDP-Generalsekretär;1;;;;;-1;-1;-1;;;;;1;-1;-1;0;0;0;0;-1;1;1
383;384;495;Die FDP-Jugend fordert den Rücktritt des Generalsekretärs;1;;;;;;-1;;;;;;;-1;-1;0;0;0;0;0;1;-1
384;385;496;"Blitz-Rücktritt in 45 Sekunden!; FDP-General Djir-Sarai schmeißt hin";1;;;;;-1;-1;;;;;;;;;0;0;0;0;0;0;0
385;386;497;FDP-Generalsekretär Djir-Sarai tritt zurück;1;-1;-1;;;0;-1;-1;;;;;;;;0;0;0;0;0;0;0
386;387;498;"BEBEN IN DER FDP; Ist die FDP JETZT am Ende?";1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
387;2;1;Ampel-Koalition am Ende - Scholz entlässt Lindner;1;-1;-1;;;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
388;3;2;"Deutsche Ampel-Koalition am Ende: Scholz entlässt Lindner; Bundeskanzler stellt Weichen für Neuwahl: Keine Vertrauensbasis für weitere Zusammenarbeit - Vertrauensfrage am 15. Jänner";1;1;1;1;1;-1;-1;-1;1;1;1;1;-1;-1;-1;1;1;1;1;1;1;1
389;4;3;FDP soll Eskalation akribisch vorbereitet haben;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
390;5;4;"Vorgeschobene Ukraine; Olaf Scholz begründet den Rauswurf seines Finanzministers mit dessen Weigerung, für die Ukraine-Hilfe die Schuldenbremse auszusetzen. Warum das ein passendes Ende der Ampel-Koalition ist.";1;-1;-1;;;-1;-1;-1;-1;;;;-1;-1;-1;1;0;0;0;1;1;1
391;6;8;"Politik steht vor Turbo-Wahlkampf; Das Ende der Ampel-Koalition im Bund trifft die Parteien im Kreis nicht vollkommen überraschend. Einen Kandidaten nominiert haben aber noch nicht alle. Wie sie auf die Entwicklungen blicken, in Berlin – und hier am Niederrhein.";1;-1;0;;0;-1;-1;-1;-1;0;0;0;;;-1;1;1;-1;1;0;0;1
392;7;9;"Parteien bereiten sich auf Turbo-Wahlkampf vor; Das Ende der Ampel-Koalition im Bund trifft die Parteien im Kreis Kleve nicht vollkommen überraschend. Einen Kandidaten nominiert haben aber noch nicht alle. Wie sie auf die Entwicklungen blicken, in Berlin und hier am Niederrhein.";1;-1;0;;0;-1;0;-1;-1;0;0;0;;;-1;1;1;-1;1;0;0;1
393;8;10;Plante FDP Ampel-Aus nach Drehbuch?;1;-1;-1;;;0;-1;-1;-1;-1;;;0;-1;-1;1;1;0;0;1;1;1
394;9;11;Christian Lindner News: Lindner: Entscheidung zwischen Überzeugung und Amt;1;-1;-1;;;1;1;-1;-1;;;;-1;-1;-1;1;0;0;0;-1;-1;1
395;10;12;"„Brauchen eine handlungsfähige Regierung“; Minister Oliver Krischer sprach auf der Versammlung des Verbands Nordrhein-Westfälischer Omnibusunternehmer in Langenfeld.";1;;;;0;;0;-1;;;;0;;;-1;0;0;0;1;0;0;1
396;11;13;Regierungskrise: Ampel-Koalition im Streit zerbrochen;1;1;1;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;-1;-1;1;1;1;1;1
397;12;14;Nach Rücktritten Beben in der FDP;1;1;1;;1;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
398;13;16;"Steht die Mietpreisbremse vor dem Aus?; Wohnen Bis spätestens Ende 2025 läuft sie in Bundesländern aus   Verlängerung nach Bruch der Ampel-Koalition fraglich";1;;;;0;;-1;-1;;;;;;;;0;0;0;0;0;0;0
399;14;17;Christian Lindner: Esken zu Bericht: Lindner und FDP haben sich disqualifiziert;1;;-1;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
400;15;18;"PROTOKOLL EINER SCHEIDUNG; Lindner weg, Scholz stur, Zweckehe am Ende";1;-1;-1;0;0;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;1;1;1;-1;1;1;1
401;16;19;"Ampel-Aus: ""Richtiger Schritt""; Wie bewerten die südhessischen Bundestagsabgeordneten das Ende der Regierungskoalition?";1;1;1;;1;-1;-1;0;-1;-1;0;0;-1;-1;-1;-1;-1;-1;-1;1;1;-1
402;17;27;"Union sollte sich davor hüten, jetzt in reine Blockadehaltung zu verfallen ; Niedersachsens Regierungschef Stephan Weil (SPD) stärkt dem Kanzler nach dem Ampel-Ende den Rücken und wirft FDP-Chef Christian Lindner Schwäche vor: Dem habe es  am notwendigen Willen  gefehlt";1;1;1;;;-1;-1;-1;1;1;;;-1;-1;-1;1;1;0;0;1;1;1
403;18;28;Es ist vorbei;1;-1;-1;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;1;1;1;1;1;1
404;19;29;"Auf einmal nur noch Parteichef; Analyse Christian Lindner nach dem Ampel-Aus   Getroffen, aber kämpferisch";1;-1;-1;;;0;0;-1;-1;;;;1;1;-1;1;0;0;0;-1;-1;1
405;20;30;"Auf einmal nur noch Parteichef; Christian Lindner gönnt sich keine Pause. Der ehemalige Bundesfinanzminister ist auf allen Kanälen. Sein Ziel: Die FDP wieder in den Bundestag zu führen. Dafür gibt er sich selbstbewusst.";1;-1;-1;;;1;1;-1;-1;;;;1;1;;1;0;0;0;1;1;0
406;21;31;Olaf Scholz: Grüne kritisieren Scholz-Telefonat mit Putin;1;-1;-1;0;1;;;-1;-1;;;1;;;-1;1;0;0;1;0;0;1
407;22;32;"Weil sieht seine SPD nun  aufgerüttelt ; Bundesregierung So reagieren die Fraktionen im Landtag auf das Ende der Ampel-Koalition in Berlin";1;1;1;;1;-1;-1;0;1;1;;1;-1;-1;;1;1;0;1;1;1;0
408;23;33;Wahlkampf im Bundestag;1;-1;-1;-1;-1;0;0;-1;-1;0;0;0;0;0;-1;1;-1;-1;-1;1;1;1
409;24;34;"Zwischen Empörung und Verständnis; Wie die Mitglieder des Bundestages aus dem Rheingau-Taunus-Kreis auf das Ende der Ampel-Koalition reagieren";1;-1;-1;;0;-1;-1;-1;-1;-1;;0;-1;-1;-1;1;1;0;1;1;1;1
410;25;35;HIER HABEN UNSERE LESER DAS WORT: EIN SPEZIAL ZUM ENDE DER AMPEL-KOALITION UND DEN FOLGEN;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;-1;1;1;1;1;0;0;1
