"ID","Article.File.Name","Article_Number","Article_Name","Summary_Consistency","Article_Olaf_Scholz","Article_SPD","Article_Robert_Habeck","Article_die_Gruenen","Article_Christian_Lindner","Article_FDP","Article_the_coalition_breakdown","Summary_Olaf_Scholz","Summary_SPD","Summary_Robert_Habeck","Summary_die_Gruenen","Summary_Christian_Lindner","Summary_FDP","Summary_the_coalition_breakdown","diff_scholz","diff_spd","diff_habeck","diff_gruene","diff_lindner","diff_fdp","diff_coalition"
112,"newspaper_ampel-aus_0-200_processed.json",71,"Neue Hoffnung für Ermittler; Debatte um Vorratsdatenspeicherung könnte nach Ampel-Aus noch mal Fahrt aufnehmen",1,,,,,,,,,0,,,-1,-1,-1,1,0,1,1,0,0,0
113,"newspaper_ampel-aus_0-200_processed.json",82,"Ampel-Aus auch im Ammerland spürbar; Bundespolitik Von Erleichterung bis Enttäuschung   Politiker schätzen Lage ein",1,0,0,0,,-1,-1,-1,-1,0,,0,-1,-1,-1,0,1,0,0,1,1,1
114,"newspaper_ampel-aus_0-200_processed.json",84,"Zum Ampel-Aus in Deutschland ,,Und am Ende war es Olaf Scholz, der...",1,-1,0,0,0,-1,-1,-1,-1,,,,-1,-1,-1,1,0,0,0,1,1,1
115,"newspaper_ampel-aus_0-200_processed.json",85,"Besser ein Ende mit Schrecken; Ampel-Aus So reagieren OB Marcus König und andere Politiker auf das Polit-Beben.",1,-1,0,,0,-1,-1,-1,-1,0,,0,-1,-1,-1,1,1,1,1,1,1,1
116,"newspaper_ampel-aus_0-200_processed.json",87,"Baerbock, Habeck, Lindner und Co.: Kein Ruhegehalt für Bundesminister nach Ampel-Aus? So sind die Regeln",1,-1,0,,0,-1,-1,-1,-1,-1,,,-1,-1,-1,1,0,1,0,1,1,1
117,"newspaper_ampel-aus_0-200_processed.json",88,"Olaf Scholz News: Trotz Ampel-Aus: Scholz hält am Ziel eines ""Pakts für Industrie"" fest",1,1,1,,,-1,-1,-1,1,0,,,,,-1,1,0,1,1,0,0,1
118,"newspaper_ampel-aus_0-200_processed.json",89,"Details zu Ampel-Aus",1,-1,-1,,,-1,-1,-1,-1,-1,,,-1,-1,-1,1,1,1,1,1,1,1
119,"newspaper_ampel-aus_0-200_processed.json",90,"Die Neuwahl-Verlierer; Die Wirtschaft atmet nach dem Ampel-Aus auf. Doch einige Gesetze bleiben jetzt unverwirklicht. Nicht alle Unternehmen freut das",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
120,"newspaper_ampel-aus_0-200_processed.json",91,"Gestatten, Wahlkämpfer Scholz; Deutschland. Nach dem Ampel-Aus war die Regierungserklärung des Kanzlers mit Spannung erwartet worden. Es war ein Vorgeschmack auf die nächsten 100 Tage Wahlkampf",1,0,,,,,,,-1,-1,,,-1,-1,-1,0,0,1,1,0,0,0
121,"newspaper_ampel-aus_0-200_processed.json",92,"Die Neuwahl-Verlierer; Die Wirtschaft atmet nach dem Ampel-Aus auf. Doch einige Gesetze bleiben jetzt unverwirklicht. Nicht alle Unternehmen freut das",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
122,"newspaper_ampel-aus_0-200_processed.json",93,"Ampel-Aus bringt Mitgliederschub; Grüne wachsen in diesem Jahr um 100 Neumitglieder, auch andere Darmstädter Parteien legen an Kopfstärke zu",1,-1,0,,1,-1,-1,-1,,,,,,,,0,0,1,0,0,0,0
123,"newspaper_ampel-aus_0-200_processed.json",99,"»Gift für die Konjunktur«; Die Unsicherheit nach dem Ampel-Aus ist ein weiterer Rückschlag für die Wirtschaft. Manche Ökonomen sehen darin aber auch eine Chance.",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
124,"newspaper_ampel-aus_0-200_processed.json",100,"Das Ampel-Aus",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,1,0,0,1,1,1
125,"newspaper_ampel-aus_0-200_processed.json",101,",,Reformen werden Leben retten""; Der Bundesgesundheitsminister über die Folgen des Ampel-Aus für seine Gesetzesvorhaben",1,1,1,,,-1,-1,-1,1,1,,,-1,-1,-1,1,1,1,1,1,1,1
126,"newspaper_ampel-aus_0-200_processed.json",102,"Nach dem Aus der Ampel-Koalition; DAS AMPEL-AUS UND IHR GELD; WER PROFITIERT UND WER ZAHLT JETZT DRAUF?",1,1,1,1,1,-1,-1,-1,,,,,,,-1,0,0,0,0,0,0,1
127,"newspaper_ampel-aus_0-200_processed.json",103,"Die Terminpläne der Parteien nach dem Ampel-Aus; Neuwahlen: So ist die Politik im Rhein-Kreis vorbereitet.",1,,-1,,1,,,-1,,-1,,1,,1,-1,1,1,1,1,1,0,1
128,"newspaper_ampel-aus_0-200_processed.json",104,"So denkt das Ausland über das Ampel-Aus; Deutsche Regierungskrise stößt auf Verwunderung   und Schadenfreude",1,-1,-1,,,,,-1,,,,,,,,0,0,1,1,1,1,0
129,"newspaper_ampel-aus_0-200_processed.json",105,"Ortsumgehung wegen »Ampel«-Aus unsicher",0,,,,,,,0,,,,,,,-1,1,1,1,1,1,1,0
130,"newspaper_ampel-aus_0-200_processed.json",106,"German word of the year is politics: ""Ampel-Aus""",1,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,1,0,1,1,0,1,1
131,"newspaper_ampel-aus_0-200_processed.json",107,"Trump-Wahl, Ampel-Aus Kann das sogar gut für mein Geld sein?",1,,,,,,,,,,,,,,0,1,1,1,1,1,1,0
132,"newspaper_ampel-aus_0-200_processed.json",108,"Ringen nach dem Ampel-Aus",1,,0,,,,,-1,,,,,,,,1,0,1,1,1,1,0
133,"newspaper_ampel-aus_0-200_processed.json",109,"So geht es weiter nach dem Ampel-Aus; Die Koalition aus SPD, Grünen und FDP ist geplatzt. Was passiert bis zu den Neuwahlen, und wie funktioniert die Vertrauensfrage?",1,0,0,,0,-1,-1,-1,1,,,,,,,0,0,1,0,0,0,0
134,"newspaper_ampel-aus_0-200_processed.json",110,"Ampel-Aus beschert Parteien mehr Mitglieder; Seit dem Ende der Koalition sind bei den Grünen bundesweit 11.000 Mitgliedsanträge eingegangen / Ein Blick in die rheinland-pfälzischen Landesverbände",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
135,"newspaper_ampel-aus_0-200_processed.json",111,"Noch etwas zu entscheiden; Eigentlich hat das Ampel-Aus diverse Gesetzesvorhaben beerdigt. Doch kontroverse Themen wie Organspende und Schwangerschaftsabbruch stehen noch auf der Tagesordnung.",1,0,0,0,0,-1,-1,0,,,,,,,,0,0,0,0,0,0,0
136,"newspaper_ampel-aus_0-200_processed.json",116,"Lauterbachs Reformen platzen; Gesundheit Apotheken, Pflege, Hausärzte: Das Ampel-Aus bedeutet auch das Ende für viele geplante Gesetze des Ministers.",1,,-1,,-1,0,-1,-1,,-1,,,-1,-1,-1,1,1,1,0,0,1,1
137,"newspaper_ampel-aus_0-200_processed.json",118,"Der Song zum Ampel-Aus",1,-1,,,,-1,-1,-1,,,,,1,1,-1,0,1,1,1,0,0,1
138,"newspaper_ampel-aus_0-200_processed.json",120,"Ampel-Aus scheint Scholz zu beflügeln",1,1,-1,,,,,,1,-1,0,0,0,0,-1,1,1,0,0,0,0,0
139,"newspaper_ampel-aus_0-200_processed.json",122,"Mehrheit für Rot-Grün in Hamburg; Hamburg wählt am 2. März eine neue Bürgerschaft. Aktuell haben SPD und Grüne die Mehrheit. Ampel-Aus ohne Folgen",1,,1,,1,,,,,1,,0,,,,1,1,1,0,1,1,1
140,"newspaper_ampel-aus_0-200_processed.json",123,"So reagiert die Politik in Dormagen auf das Ampel-Aus; Bürgermeister Erik Lierenfeld (SPD) unterstützt die Entscheidung von Bundeskanzler Olaf Scholz, die FDP sieht darin den Beginn einer Phase der Unsicherheit.",1,1,1,,,-1,-1,-1,1,1,,0,-1,-1,-1,1,1,1,0,1,1,1
141,"newspaper_ampel-aus_0-200_processed.json",124,"Negative Folgen durch Ampel-Aus befürchtet",1,,0,,0,,0,-1,,,,,,,-1,1,0,1,0,1,0,1
142,"newspaper_ampel-aus_0-200_processed.json",125,"Heftige Vorwürfe zum Wahlkampfstart; Wer der einstigen Partner provozierte das Ampel-Aus? SPD, Grüne und FDP ringen um Deutungshoheit",1,0,,,,,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
143,"newspaper_ampel-aus_0-200_processed.json",126,"Ampel-Aus, Streit und Neuwahlen",1,-1,-1,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0
144,"newspaper_ampel-aus_0-200_processed.json",128,"FDP-Pläne zum Ampel-Aus",1,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,1,1,1,1
145,"newspaper_ampel-aus_0-200_processed.json",137,"Schrieb die FDP ein  Drehbuch  für den Regierungssturz?; Ampel-Aus Einstige Koalitionspartner gehen mit harten Schuldzuweisungen in den Bundestagswahlkampf",1,0,0,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1
146,"newspaper_ampel-aus_0-200_processed.json",150,"Wer die Schuld am Ampel-Aus trägt; Koalitionsbruch Das sagen Abgeordnete des Wahlkreises Delmenhorst, Wesermarsch, Oldenburg-Land",1,-1,-1,,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,1,0,1,1,1,1
147,"newspaper_ampel-aus_0-200_processed.json",152,"Auf einmal nur noch Parteichef; Analyse Christian Lindner nach dem Ampel-Aus   Getroffen, aber kämpferisch",1,-1,-1,,,0,0,-1,-1,,,,1,1,,1,0,1,1,0,0,0
148,"newspaper_ampel-aus_0-200_processed.json",153,"Der geplante Rauswurf; FDP soll Ampel-Aus lange vorbereitet haben. SPD debattiert über Kanzlerkandidaten",1,1,0,,0,-1,-1,1,1,0,,,-1,-1,-1,1,1,1,0,1,1,0
149,"newspaper_ampel-aus_0-200_processed.json",154,"FDP plante Ampel-Aus vor Wochen",1,-1,-1,,0,-1,-1,,-1,-1,,-1,-1,-1,-1,1,1,1,0,1,1,0
150,"newspaper_ampel-aus_0-200_processed.json",155,"Ampel-Aus: Befreiung oder vertane Chance?; Das sagen die Kreisvorsitzenden Petra Wulff-Werner (Grüne), Fritz Schreder (SDP) und Janos Metz (FDP)",1,0,0,,0,-1,-1,-1,,,,,,,,0,0,1,0,0,0,0
151,"newspaper_ampel-aus_0-200_processed.json",156,"Schlammschlacht nach dem Ampel-Aus",1,-1,,,,,,,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0
152,"newspaper_ampel-aus_0-200_processed.json",157,"Bundestag beschließt erstes Gesetz seit Ampel-Aus",1,,0,,0,0,0,,,,,,,,,1,0,1,0,0,0,1
153,"newspaper_ampel-aus_0-200_processed.json",159,"Schlagabtausch zwischen Scholz und Merz im Bundestag; Regierungserklärung Der CDU-Chef wirft dem Kanzler Führungslosigkeit vor. Dieser wiederum verteidigt das Ampel-Aus und drängt auf gemeinsame Gesetzesbeschlüsse.",1,-1,0,,,-1,-1,-1,-1,,,,,,-1,1,0,1,1,0,0,1
154,"newspaper_ampel-aus_0-200_processed.json",160,"Die Planungen sind Spitz auf Knopf ; Wahlen Varel, Zetel und Bockhorn bereiten sich nach Ampel-Aus auf Bundestagswahl im Februar vor",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
155,"newspaper_ampel-aus_0-200_processed.json",161,"Nach Ampel-Aus neue Debatte um Deutschlandticket",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
156,"newspaper_ampel-aus_0-200_processed.json",163,"Wer die Schuld fürs Ampel-Aus trägt; Koalitionsbruch Wahlkreis Delmenhorst, Wesermarsch, Oldenburg-Land   Das sagen örtliche Abgeordnete",1,-1,-1,,1,-1,-1,-1,-1,-1,,0,-1,-1,-1,1,1,1,0,1,1,1
157,"newspaper_ampel-aus_0-200_processed.json",166,"Ampel-Aus: Zwischen Wut und Trauer; Ministerpräsidenten und Parteispitzen aus Rheinland-Pfalz und Hessen positionieren sich zur zerbrochenen Koalition / Und eine Ex-Bundesministerin tritt nach",1,-1,0,,-1,-1,-1,-1,,,,,,,,0,0,1,0,0,0,0
158,"newspaper_ampel-aus_0-200_processed.json",167,"Wie es nach dem Ampel-Aus weitergeht; Bundesregierung Die Koalition aus SPD, Grünen und FDP ist geplatzt. Was passiert bis zu den Neuwahlen, wie funktioniert die Vertrauensfrage und wer übernimmt die Posten der ausscheidenden Minister? Die wichtigsten Fragen und Antworten im Überblick",1,0,0,,0,-1,-1,-1,0,,,,,,,1,0,1,0,0,0,0
159,"newspaper_ampel-aus_0-200_processed.json",168,"Zum Ampel-Aus:  Keine wertvolle Zeit verschenken",1,-1,-1,,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,1,1,1,0,1,1,1
160,"newspaper_ampel-aus_0-200_processed.json",169,"Nach Ampel-Aus und Trump-Sieg",1,,,,,,,,,,,,,,-1,1,1,1,1,1,1,0
161,"newspaper_ampel-aus_0-200_processed.json",170,"Ampel-Aus gefährdet Deutsche-Bahn-Sanierung",1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0
162,"newspaper_ampel-aus_0-200_processed.json",172,"Der Reformbedarf bleibt; Gesundheitsminister Karl Lauterbach wollte noch diverse Reformen durchbringen. Doch das hat sich mit dem Ampel-Aus erledigt. Sein umstrittenstes Projekt jedoch könnte bald in Kraft treten.",1,,-1,,,-1,-1,-1,,,,,-1,-1,-1,1,0,1,1,1,1,1
163,"newspaper_ampel-aus_0-200_processed.json",174,"Ampel-Aus: Zwischen Wut und Trauer; Ministerpräsidenten und Parteispitzen aus Hessen und Rheinland-Pfalz positionieren sich zur zerbrochenen Koalition / Und eine Ex-Bundesministerin tritt nach",1,-1,0,,-1,-1,-1,-1,,,,,,,,0,0,1,0,0,0,0
164,"newspaper_ampel-aus_0-200_processed.json",177,"Ampel-Aus: ""Richtiger Schritt""; Wie bewerten die südhessischen Bundestagsabgeordneten das Ende der Regierungskoalition?",1,1,1,,1,-1,-1,0,0,,,,,,,0,0,1,0,0,0,0
165,"newspaper_ampel-aus_0-200_processed.json",194,"Nach Ampel-Aus: Baubeginn 2025 steht infrage",1,,,,,,,-1,,,,,,,-1,1,1,1,1,1,1,1
166,"newspaper_ampel-aus_0-200_processed.json",197,"Die FDP steht am Pranger; Ampel-Aus Der Bruch der Koalition und der Kampf um die Deutungshoheit   Was die Parteispitze sagt",1,1,1,0,1,-1,-1,-1,0,,,,,,,0,0,0,0,0,0,0
167,"newspaper_ampel-aus_0-200_processed.json",198,"Wirtschaft fordert nach Ampel-Aus raschen Neuanfang",1,0,0,,,-1,-1,0,,,,,-1,-1,-1,0,0,1,1,1,1,0
168,"newspaper_ampel-aus_0-200_processed.json",199,"Deutschland-Ticket vorerst gerettet; Um das Deutschland- Ticket gibt es nach dem Ampel-Aus großen Streit. Nun herrscht Klarheit für 2025   und Ungewissheit danach",1,-1,-1,,,0,0,-1,-1,0,,,,,-1,1,0,1,1,0,0,1
169,"newspaper_ampel-aus_0-200_processed.json",200,"„Ampel-Aus ist gefährlich für Patienten“; Der Bundesgesundheitsminister spricht über die Krankenhausreform und die Gründe, warum er der SPD mit Olaf Scholz Siegchancen bei der Wahl zurechnet.",1,1,1,,,-1,-1,-1,1,1,,,0,0,-1,1,1,1,1,0,0,1
170,"newspaper_ampel-aus_201-300_processed.json",1,"""Ungewöhnlich starker Zulauf""; Vier Parteien in Hessen verzeichnen jede Menge neue Mitglieder seit dem Bruch der Berliner Ampel",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
171,"newspaper_ampel-aus_201-300_processed.json",2,"Ein Besuch Berlins in besonderen Zeiten",1,,,,,,,,,,,,,,0,1,1,1,1,1,1,0
172,"newspaper_ampel-aus_201-300_processed.json",11,"Klare Worte zum Ampel-Aus; Bundestagsabgeordnete aus dem Landkreis Bad Kreuznach begrüßen Ende der Berliner Koalition",1,-1,0,,,-1,-1,-1,0,,,,,,,0,0,1,1,0,0,0
173,"newspaper_ampel-aus_201-300_processed.json",12,"""Neuwahlen noch vor März""; Nach Ampel-Aus: Forderungen der IHK / Steht die rheinhessische Kammer hinter der FDP?",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
174,"newspaper_ampel-aus_201-300_processed.json",14,"Brandenburg geht, Höppner bleibt; FDP-Staatssekretäre aus Rheinland-Pfalz trifft Ampel-Aus im Bund unterschiedlich - eine Ursachenforschung",1,,,,,-1,-1,-1,,,,,,,,1,1,1,1,0,0,0
175,"newspaper_ampel-aus_201-300_processed.json",16,"Bundestagswahl ist für 23. Februar geplant; Ampel-Aus Zuvor will Bundeskanzler Scholz am 16. Dezember die Vertrauensfrage stellen",1,-1,-1,,,-1,-1,-1,-1,-1,,,,,-1,1,1,1,1,0,0,1
176,"newspaper_ampel-aus_201-300_processed.json",17,"Ist die Stunde des Parlaments ; Interview Linken-Politiker Gregor Gysi über Ampel-Aus, Neuwahl und Migration",1,-1,0,,0,-1,-1,-1,,,,,,,-1,0,0,1,0,0,0,1
177,"newspaper_ampel-aus_201-300_processed.json",18,",,D-Day""-Desaster bei der FDP",1,,,,,-1,-1,0,,,,,-1,-1,-1,1,1,1,1,1,1,0
178,"newspaper_ampel-aus_201-300_processed.json",19,"Musikalischer Abgang mit MB; Ex-Minister Marco Buschmann schreibt ein Lied auf das Ampel-Aus. Nun ja.",1,,,,,0,0,,,,,,,,,1,1,1,1,0,0,1
179,"newspaper_ampel-aus_201-300_processed.json",22,"Wie Trumps Sieg und das Ampel-Aus bewegen; In den USA ist die Präsidentschaftswahl entschieden, in Berlin bricht die Koalition:Zwei Reporter teilen ihre Sichtweisen zur aktuellen Lage und erklären, wie sie sie bewältigen.",1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0
180,"newspaper_ampel-aus_201-300_processed.json",24,"Rentenpaket II in Gefahr; Nach dem Ampel-Aus schwinden die Chancen für eine Verabschiedung der Reform im Bundestag",1,-1,-1,,,-1,-1,-1,0,,,,,,,0,0,1,1,0,0,0
181,"newspaper_ampel-aus_201-300_processed.json",27,"»Lässt jeglichen politischen Stil vermissen«; CSU-Landesgruppenchef Alexander Dobrindt übt nach dem Ampel-Aus deutliche Kritik.",1,-1,-1,,,-1,-1,-1,-1,-1,,,-1,-1,-1,1,1,1,1,1,1,1
182,"newspaper_ampel-aus_201-300_processed.json",36,"Unwillen zur Verantwortung; Kommentar",1,1,0,,,-1,-1,0,,,,,,,,0,0,1,1,0,0,0
183,"newspaper_ampel-aus_201-300_processed.json",37,"Tangiert Ampel-Aus Klinikreform?; Krankenhäuser Landrat Heiner Scheffold hält es für wahrscheinlich, dass Gesetz in bisheriger Form umgesetzt wird.",1,,,,,,,-1,,,,,,,,1,1,1,1,1,1,0
184,"newspaper_ampel-aus_201-300_processed.json",38,"Gesetze in letzter Minute?; Trotz Ampel-Aus wollen die Abgeordneten von SPD und Grünen gerne noch einige Vorhaben durch den Bundestag bringen.",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
185,"newspaper_ampel-aus_201-300_processed.json",43,"Was der Verzicht von Pistorius auf die Kanzler-Kandidatur bedeutet",1,-1,-1,,,,,-1,0,,,,,,,0,0,1,1,1,1,0
186,"newspaper_ampel-aus_201-300_processed.json",45,"Gerüstet für den Winter-Wahlkampf; Vorgezogene Bundestagswahl verlangt schnelles Handeln / Wie die Alzeyer Parteien aufgestellt sind",1,,0,,1,,1,-1,,,,,,,,1,0,1,0,1,0,0
187,"newspaper_ampel-aus_201-300_processed.json",49,"Die Angst vor dem Abstieg geht um; Hessische FDP hat inhaltlich und personell einen Kurswechsel vollzogen / Rechnung scheint aber nicht aufzugehen",1,,,,,1,-1,-1,,,,,1,-1,,1,1,1,1,1,1,0
188,"newspaper_ampel-aus_201-300_processed.json",58,"Andrang bei den Chemnitzer ,,Ampelparteien""",1,-1,1,,1,-1,1,-1,,1,,1,,1,-1,0,1,1,1,0,1,1
189,"newspaper_ampel-aus_201-300_processed.json",59,"SPD hofft auf Scholz gegen Merz; Nach dem Ampel-Aus bereiten sich die Parteien auf vorgezogene Neuwahlen vor",1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,-1,-1,0,0,1,1,0,1,0
190,"newspaper_ampel-aus_201-300_processed.json",60,"Ampel-Aus verschiebt Sozialreformen; Lauterbach kündigt eine Erhöhung der Beitragssätze an: Kranken- und Pflegeversicherung werden 2025 deutlich teurer",1,-1,-1,,,-1,-1,-1,,-1,,,-1,-1,-1,0,1,1,1,1,1,1
191,"newspaper_ampel-aus_201-300_processed.json",61,"Der deutschen Wirtschaft fehlt es an Kraft ; Ifo-Index fällt wieder. Stimmung trübt sich ein",1,,,,,,,,,,,,,,0,1,1,1,1,1,1,0
192,"newspaper_ampel-aus_201-300_processed.json",62,"""Längst überfällig""; Das Ende der Regierungskoalition in Berlin beschäftigt auch die Menschen in der Landeshauptstadt",1,1,1,,0,-1,-1,-1,1,0,,,-1,-1,-1,1,0,1,0,1,1,1
193,"newspaper_ampel-aus_201-300_processed.json",63,"Ricarda Lang: Nach Ampel-Bruch: Ex-Grünen-Chefin verspottet FDP",1,,,,,,,,,,,,,-1,-1,1,1,1,1,1,0,0
194,"newspaper_ampel-aus_201-300_processed.json",65,"Welche Projekte Scholz noch durchbringen will; Steuerentlastungen, Rentenpaket, Asyl, Industrie: Trotz Ampel-Aus will der Kanzler noch wichtige Pläne umsetzen",1,1,1,,,-1,-1,-1,0,,,,,,,0,0,1,1,0,0,0
195,"newspaper_ampel-aus_201-300_processed.json",68,"US-Wahl, Ampel-Aus und Entbürokratisierung; Zahlreiche Themen bei Mittelstands- und Wirtschaftsunion / Staatsminister Pentz kann nicht wie geplant dabei sein",1,,,,,,,-1,,,,,,,-1,1,1,1,1,1,1,1
196,"newspaper_ampel-aus_201-300_processed.json",69,"Große Sorgen nach Ampel-Aus; Spitzensportförderung sollte erstmals im Gesetz verankert werden / Lage in Berlin beunruhigt Verbände und Athleten",1,-1,-1,,,-1,-1,-1,,,,,,,-1,0,0,1,1,0,0,1
197,"newspaper_ampel-aus_201-300_processed.json",70,"Die Schulen hoffen auf Özdemir; Mit dem Ampel-Aus steht auch der Digitalpakt 2.0 in Frage   und damit eine bessere IT-Ausstattung an den Schulen. Eine neue Studie zeigt, wie groß der Handlungsbedarf ist. Zumindest die Bundesländer haben die Hoffnung auf eine Einigung noch nicht aufgegeben",1,,,,,,,,,,,,,-1,,1,1,1,1,1,0,1
198,"newspaper_ampel-aus_201-300_processed.json",75,"Christian Lindner: ""Deutschlands frechster Arbeitsloser!"" Netz verspottet FDP-Politiker",1,1,1,,,-1,-1,-1,-1,,,,-1,-1,-1,0,0,1,1,1,1,1
199,"newspaper_ampel-aus_201-300_processed.json",77,"Merz fordert Vertrauensfrage sofort; CDU-Chef macht nach Ampel-Aus punktuelle Zusammenarbeit mit Rot-Grün von Wahltermin im Januar abhängig",1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,0,0,0,1,1
200,"newspaper_ampel-aus_201-300_processed.json",86,"Christian Lindner News: Lindner: FDP könnte Gesetz gegen Kalte Progression zustimmen",1,-1,-1,,,1,1,-1,-1,-1,,-1,1,1,-1,1,1,1,0,1,1,1
201,"newspaper_ampel-aus_201-300_processed.json",87,"Das sagt Wiesbadens Wirtschaft zum Ampel-Aus; Handwerkskammer und IHK äußern sich besorgt zum Bruch der Koalition und sehen Eile geboten",1,,,,,,,-1,,,,,,,-1,1,1,1,1,1,1,1
202,"newspaper_ampel-aus_201-300_processed.json",88,"Im Wahlamt laufen die Vorbereitungen; Nach dem Ampel-Aus findet die Bundestagswahl am 23. Februar statt / Eine Herausforderung, aber realisierbar",1,-1,-1,,,-1,-1,-1,-1,,,,,,-1,1,0,1,1,0,0,1
203,"newspaper_ampel-aus_201-300_processed.json",90,"Grünen-Parteitag - Krönungsmesse statt Krisentreffen",1,,,1,1,,,,,,1,1,,,-1,1,1,1,1,1,1,0
204,"newspaper_ampel-aus_201-300_processed.json",92,"FDP sieht Vorteile nach Ampel-Aus; Die hiesigen Liberalen blicken auf die Kommunalwahlen und wollen sich mit eigenen Lösungsansätzen profilieren.",1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0
205,"newspaper_ampel-aus_201-300_processed.json",93,"Falsch bis zum Schluss; Jost Maurin über die Wirtschaftspolitik der FDP",1,1,1,,1,-1,-1,-1,,,,,,,,0,0,1,0,0,0,0
206,"newspaper_ampel-aus_201-300_processed.json",94,"Ampel-Aus beflügelt die Grünen; Partei stellt in Wiesbaden die Weichen für den Wahlkampf / Ricarda Lang und Omid Nouripour ziehen Bilanz",1,,,1,1,-1,-1,-1,,,1,1,,,-1,1,1,1,1,0,0,1
207,"newspaper_ampel-aus_201-300_processed.json",99,"Ein beispielloser Krimi; Olaf Scholz entlässt Christian Lindner mit deutlichen Worten und besiegelt das Ampel-Aus. Deutschland vor Neuwahlen",1,1,1,0,0,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,0,0,1,1,0
208,"newspaper_ampel-aus_300-400_processed.json",1,"""Ungewöhnlich starker Zulauf""; Vier Parteien in Hessen verzeichnen jede Menge neue Mitglieder seit dem Bruch der Berliner Ampel",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
209,"newspaper_ampel-aus_300-400_processed.json",2,"Ein Besuch Berlins in besonderen Zeiten",1,,,,,,,,,,,,,,0,1,1,1,1,1,1,0
210,"newspaper_ampel-aus_300-400_processed.json",10,"Klare Worte zum Ampel-Aus; Bundestagsabgeordnete aus dem Landkreis Bad Kreuznach begrüßen Ende der Berliner Koalition",1,-1,0,,,-1,-1,-1,0,,,,,,,0,0,1,1,0,0,0
211,"newspaper_ampel-aus_300-400_processed.json",12,"""Neuwahlen noch vor März""; Nach Ampel-Aus: Forderungen der IHK / Steht die rheinhessische Kammer hinter der FDP?",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
212,"newspaper_ampel-aus_300-400_processed.json",15,"Brandenburg geht, Höppner bleibt; FDP-Staatssekretäre aus Rheinland-Pfalz trifft Ampel-Aus im Bund unterschiedlich - eine Ursachenforschung",1,,,,,-1,-1,-1,,,,,,,,1,1,1,1,0,0,0
213,"newspaper_ampel-aus_300-400_processed.json",17,"Bundestagswahl ist für 23. Februar geplant; Ampel-Aus Zuvor will Bundeskanzler Scholz am 16. Dezember die Vertrauensfrage stellen",1,-1,-1,,,-1,-1,0,0,,,,,,,0,0,1,1,0,0,0
214,"newspaper_ampel-aus_300-400_processed.json",18,"Ist die Stunde des Parlaments ; Interview Linken-Politiker Gregor Gysi über Ampel-Aus, Neuwahl und Migration",1,-1,0,,0,-1,-1,-1,,,,,,,-1,0,0,1,0,0,0,1
215,"newspaper_ampel-aus_300-400_processed.json",19,"Musikalischer Abgang mit MB; Ex-Minister Marco Buschmann schreibt ein Lied auf das Ampel-Aus. Nun ja.",1,,,,,0,0,,,,,,,,,1,1,1,1,0,0,1
216,"newspaper_ampel-aus_300-400_processed.json",20,",,D-Day""-Desaster bei der FDP",1,,,,,-1,-1,0,,,,,,,,1,1,1,1,0,0,0
217,"newspaper_ampel-aus_300-400_processed.json",23,"Wie Trumps Sieg und das Ampel-Aus bewegen; In den USA ist die Präsidentschaftswahl entschieden, in Berlin bricht die Koalition:Zwei Reporter teilen ihre Sichtweisen zur aktuellen Lage und erklären, wie sie sie bewältigen.",1,-1,-1,-1,-1,-1,-1,-1,,,,,,,-1,0,0,0,0,0,0,1
218,"newspaper_ampel-aus_300-400_processed.json",25,"Rentenpaket II in Gefahr; Nach dem Ampel-Aus schwinden die Chancen für eine Verabschiedung der Reform im Bundestag",1,-1,-1,,,-1,-1,-1,-1,-1,,,-1,-1,-1,1,1,1,1,1,1,1
